사업장명,좌표정보(Y),좌표정보(X),위생업태명
홀리다푸드,448146.8209,207267.5146,커피숍
공이삼공(0230),449902.4017,207825.4659,커피숍
컴포즈커피 광장동워커힐점,449586.6717,209405.8437,커피숍
컴포즈커피건대스타시티몰점,448715.07,206241.8202,커피숍
드릭스커피,451672.9171,207156.2698,커피숍
550커피,449671.4885,209008.5332,커피숍
당고당,447835.5746,207751.6337,커피숍
커피나무건대역점,448830.2701,206209.0772,커피숍
특별한 호두와플,449297.6646,206400.0559,커피숍
그릭판다,449149.2584,206147.5486,커피숍
버거킹 아차산역점,449975.7864,207919.447,패스트푸드
더벤티 서울군자점,450231.1728,206540.4081,커피숍
레스토커피(Restto coffee),449267.1787,206299.0535,커피숍
코타(COTTA),447640.2969,207527.6463,커피숍
이디야(자양우성점),447830.9565,206632.3349,커피숍
컴포즈커피 광진능동로점,450001.9348,206259.3977,커피숍
"여백(서재,스튜디오)",449123.8335,206288.6578,커피숍
스타벅스 자양역,447862.352,205945.9882,커피숍
스타벅스커피 군자역점,450515.5757,206896.6972,커피숍
포그(Fog),449515.2648,207693.0743,커피숍
원즈커피(ONESCOFFEE),449041.3964,207516.0477,커피숍
빽다방 중곡가구거리점,450474.467,207190.6003,커피숍
빽다방구의역점,448263.8953,207444.549,커피숍
마인드풀,451569.1585,207319.8384,커피숍
달달보드레,449002.0032,205949.8587,커피숍
스타벅스커피 광나루점,449461.5371,209301.8924,커피숍
카페그린24 자양점,448087.3936,206265.8443,커피숍
커피 공급소,449082.6818,207406.3272,커피숍
디저트39 강변역점,448189.8724,208065.9816,커피숍
슈네켄베이크하우스,447897.4761,205648.9763,커피숍
스테이어와일,449281.5513,207725.5499,커피숍
도프존,447657.5871,206166.0098,커피숍
매머드커피 건대후문점,449228.7966,206685.8527,커피숍
하나커피,447698.6052,207068.6226,커피숍
카페느영나영,450615.5731,206948.5141,커피숍
이디야 자양문원점,448386.6689,207135.9584,커피숍
카페동선,449425.404,209354.6877,커피숍
로우라이트(Lowlight),449169.5927,205950.9563,커피숍
모아(MOA)커피,448036.1328,207161.23,커피숍
4BTS2BTK(포비티에스투비티케이),448695.8474,208213.2685,커피숍
메가엠지씨커피 구의목련공원점,448800.8054,207860.0504,커피숍
미쉐(MIXUE)건대점,448551.3843,205873.4412,커피숍
사주카페울림,449928.9494,208083.9907,커피숍
우지커피 군자용마초점,450567.2327,207199.5403,커피숍
카페다온,448575.4532,205828.2535,커피숍
모찌네당고,448506.2187,206217.4347,떡카페
샌딜리버블 광진점,449114.1183,207822.452,커피숍
컴포즈커피 뚝섬한강공원점,447642.1637,205607.1862,커피숍
까사그라노,448543.3381,206088.9872,커피숍
오와케이크 화양직영점,449507.8348,206084.5365,커피숍
빽다방 자양역점,447740.5951,205936.1667,커피숍
스타벅스 세종대점,449832.3234,206481.0627,커피숍
컴포즈커피어린이대공원정문점,449904.4999,206643.8406,커피숍
컴포즈커피 올림픽대교북단점,448753.1488,208335.3033,커피숍
테이큰(TAKEN),449232.1418,206636.5213,커피숍
레트로카페브래드&캔커피(BREAD&CAN COFFEE),450037.8257,206299.7505,커피숍
디플리,450096.8845,208185.2548,커피숍
롯데리아(강변씨네마점),448165.28,208394.4164,패스트푸드
버글러커피,450349.2434,208074.0936,커피숍
암스트롱의달커피,449429.7061,209523.3951,커피숍
베러댄쿠키(better than cookie),450393.9368,206749.3958,커피숍
우지커피 건대로데오점,448631.6443,205877.9759,커피숍
컴포즈커피 건대입구역1번출구점,448731.0992,206031.1965,커피숍
스타벅스 구의역점,448349.3086,207438.6744,커피숍
아쿠아가든카페 양재점,440963.3287,203780.6809,커피숍
바운스백로스터스,451618.5258,207109.7021,커피숍
우지커피 아차산역점,450032.351,207924.3582,커피숍
카페하우리오(CAFE HAURIO),447554.9329,206755.6424,커피숍
레프트커피 아차산점,450100.5051,207874.7571,커피숍
스타벅스 건대스타씨티점,448396.9397,206349.675,커피숍
카페인모아(cafe in moa),448455.1439,206584.3738,커피숍
1847커피&샐러드,448922.8817,206445.8811,커피숍
히브(hyve),                    ,                    ,커피숍
노브랜드버거 건대점,449114.9588,206097.8191,패스트푸드
로봇카페(ROBOT CAFE),448141.6654,206043.3588,커피숍
사이이커피(4:ee Coffee),448653.0858,205548.6898,커피숍
스타벅스건국대점,448817.7952,206213.7053,커피숍
앤티앤스프레즐,448506.2187,206217.4347,커피숍
시즌글라스광진점,449425.1319,206278.9821,커피숍
식물원카페테리아,449705.6764,207139.2041,커피숍
더플로우(the flow),449459.253,209407.7454,커피숍
카페우주,449412.1371,205871.4085,커피숍
데케드파크,449603.362,207499.064,커피숍
핀커피(PIN COFFEE),448434.5369,207762.5693,커피숍
공차 구의이스트폴점,                    ,                    ,커피숍
사랑(BREW),449335.3744,206555.1991,커피숍
U-BLOSSOM(유블라썸),439737.221,190592.7346,커피숍
여우뜰에는,440435.4459,198997.0087,커피숍
L&S coffee(엘앤에스커피),441474.7901,203161.4899,커피숍
카페테리아,452684.5697,204290.8424,커피숍
퍼스트크랙,448556.5919,188488.1568,커피숍
더컬러,452361.8192,205803.8205,커피숍
메가엠지씨커피 이수경문고점,443476.8031,198436.4254,커피숍
커피핑크,441357.0799,203987.8716,커피숍
화미 카페앤공방,446408.6334,187523.5743,커피숍
총각네주스 반포서래점,443976.0115,199713.0671,커피숍
브런치카페 25,442172.5382,200957.1177,커피숍
신정동마카롱,446559.6792,186828.5757,커피숍
스타벅스 가산퍼블릭점,441616.4607,189930.5079,커피숍
카페베네,442604.9726,202562.6819,커피숍
아비야 에스프레소,443432.174,201123.2345,커피숍
탐앤탐스,447188.9926,190794.3226,커피숍
스타보틀,452543.8465,207309.2825,커피숍
가비당,441203.5947,190870.5242,커피숍
(주)디오토스테이션,443124.5471,201851.1798,커피숍
갤러리카페카그,441513.0724,198800.1664,커피숍
카페그랑 이투스교육 서초점,442457.35,202503.4851,커피숍
소담떡방,442116.7309,203553.9849,커피숍
카페바우,452184.2102,206325.3494,커피숍
카페연,447777.8358,189042.4965,커피숍
바리스타 커피,447052.8308,190945.0968,커피숍
투썸플레이스 파이낸셜뉴스빌딩점,443214.8731,202611.9651,커피숍
롯데리아 양재역점,442273.2592,203162.6307,패스트푸드
꽈페 서여의도점,447503.8395,193259.164,커피숍
도넛플랜트뉴욕시티,444060.2936,199820.5418,커피숍
푸드네트워크 주식회사(네스트),441879.6873,200642.014,커피숍
컴포즈 양천신곡점,446225.1776,186007.9432,커피숍
에스프레소 인 뉴욕,438092.1146,205039.1227,커피숍
더치앤빈 서울고사거리점,442252.3365,200300.6542,커피숍
불커피 BULL COFFEE(여의도점),446584.9177,193622.7978,커피숍
스타벅스커피 교대법원점,443800.338,201114.6618,커피숍
커피에반하다,438672.9249,192305.7899,커피숍
카페네스카페 방배점,442328.581,199513.0405,커피숍
공차 예술의전당,442150.8552,201203.897,커피숍
패이야드 강남점,444683.2205,200250.4478,커피숍
샐러드박스 독산역점,440523.4975,190050.9036,커피숍
카페 787,442174.4241,189748.0242,커피숍
엔터하츠,443026.8934,199072.5834,커피숍
왕의커피오목교점,446796.8821,189785.7525,커피숍
카페 소노,443409.278,201472.1747,커피숍
커피니 서울교대점,442917.3461,201176.1593,커피숍
오페라빈 한국세무사협회점,442719.0522,200268.8671,커피숍
카롱빌리지,439162.168,191178.1779,커피숍
토다 베이글 서초점,442576.401,201036.945,커피숍
컴포즈커피 가산로데오점,442031.656,189917.4933,커피숍
커피코트 서초애비뉴점,443124.6714,200440.0108,커피숍
은커피숍,455457.5737,206778.3762,커피숍
카페아에 금천점,441174.1494,190822.3057,커피숍
아띠오레,444584.0467,200820.7725,커피숍
Fruits Box  후룻츠박스,442286.93,200588.571,커피숍
행복자(엔틱?),443056.7518,201020.5925,커피숍
페르소나,440136.7812,203204.7556,커피숍
커피이야기,452698.7974,205837.25,커피숍
텐퍼센트 가산한화비즈2차점,441142.6451,189450.606,커피숍
이디야회기역점,454183.3502,205310.5798,커피숍
(주)파리크라상,443689.0751,201386.3382,커피숍
이디야 서초역점,442834.8927,200683.7825,커피숍
아자아자(AZAZA),441446.1159,191082.883,커피숍
ALL LITER(올리터),439116.5772,191075.4643,커피숍
이디야 김안과점,446364.5022,191258.3054,커피숍
무튼(MUTEN),441359.9888,199313.9477,커피숍
피노키오(pinocchio),443950.3238,199711.4027,커피숍
버거킹 방배점,442314.642,199661.7009,패스트푸드
1리터몬스터모히또,444683.2205,200250.4478,커피숍
이디야 패션아일랜드점,441920.9728,189722.1785,커피숍
북카페 감비,437602.6251,191414.3178,커피숍
스테어스투더비,454405.8441,206863.8682,커피숍
공차 고속버스터미널점,444811.3648,200554.744,커피숍
바오밥나무커피,443525.2488,201574.0802,커피숍
씨오커피로스터스,442965.4799,199329.041,커피숍
푸디스트 주식회사 코트라cafe,440338.9793,203881.968,커피숍
쥬앤비,440676.3799,203392.7935,커피숍
카페마로니에,442565.7033,199415.1105,커피숍
오파인 앤 라운지 카페,442918.3435,202514.4442,커피숍
SOME TEA,455846.3675,208615.5502,커피숍
버블카페82도,454182.4528,205184.0769,커피숍
티모시스커피코리아 강남삼성타운점,443890.0544,202245.881,커피숍
카페라네,446027.4809,191937.5023,커피숍
엔제리너스 강남삼성타운점,443689.488,202390.972,커피숍
VR카페,443526.4201,200736.1263,커피숍
스타벅스 서울교대점,442806.7092,201279.4432,커피숍
새싹토스트＆커피,445410.8279,201704.6593,커피숍
카페리앙,445970.3076,191741.3458,커피숍
마음속행복,441388.9981,203084.0826,커피숍
초이스빈,439761.362,190838.3248,커피숍
커피볶는집,                    ,                    ,커피숍
키즈카페 해피컵스,443278.7524,199178.5392,키즈카페
메가엠지씨커피 서초구청점,442555.1701,202755.6396,커피숍
엔젤리너스 빅마켓금천점,440940.3844,190704.9043,커피숍
(주)성덕푸드,444207.6945,200394.226,커피숍
모노치즈 센트럴시티점,444683.2205,200250.4478,커피숍
찰리(CharLee),443835.1134,199982.8404,커피숍
언니커피,454419.0513,208493.3173,커피숍
롯데리아 시흥중앙점,438746.4379,191862.9767,패스트푸드
카페잼네(Cafe Jamne),452322.0414,204080.3477,커피숍
오 마이 팟,440676.3799,203392.7935,커피숍
카페오브마인닷컴(cafe of mine).com,442659.3219,199710.917,커피숍
상상드림카페wero,445478.3953,188352.6433,커피숍
함께그린카페 금천문화회관점,438279.7972,191451.8695,커피숍
끼니와끼니,453654.9183,203554.8852,커피숍
매머드익스프레스 당산생각공장점,446461.996,190940.0346,커피숍
빽다방 신내지하차도점,455288.1731,208481.7961,커피숍
어바웃커피프로젝트,440676.3799,203392.7935,커피숍
카페루앤비,447098.4695,187703.7985,커피숍
앨리스토리커피,440676.3799,203392.7935,커피숍
하베르몰,446157.4373,191087.759,커피숍
카페랑,443275.1787,191807.3033,커피숍
카페모이(cafe moi),449287.3564,187809.044,커피숍
커피나인,                    ,                    ,커피숍
S&D커피홀릭,440523.4975,190050.9036,커피숍
맘스카페 홈플러스 금천점 챔피언,440728.3823,190809.5078,커피숍
지금 다롱,445233.9663,201560.4257,커피숍
석영,441491.94,203783.21,커피숍
폴 바셋 뉴코아강남점,445241.8984,200576.6086,커피숍
커피오브원더,442236.7378,203376.4045,커피숍
영커피 가산이앤씨7점,441990.8174,189943.5462,커피숍
이디야커피숍,442309.175,189417.7086,커피숍
투디(Today's dessert),443309.4677,201432.7677,커피숍
킹콩이,445792.1914,200958.8105,커피숍
고디바 센트럴시티,444683.2205,200250.4478,커피숍
디톡션,442468.2061,203576.7128,커피숍
메가엠지씨커피 금천구립시흥도서관점,438580.1482,192297.916,커피숍
(주)보나비아티제여의도KBS별관점,446429.9839,193808.9693,커피숍
한우리보호작업장(행복한 베이커리 & 카페),442394.9838,202812.3726,커피숍
(주)카페베네,446973.9146,193326.931,커피숍
준(June),444538.6247,191477.2304,커피숍
엘비엔또커피,456865.0906,208575.4026,커피숍
늘봄카페 3호점,442068.4347,198409.9962,커피숍
에슬로우 커피 서초2호점,443438.316,201296.5622,커피숍
매료,441895.9264,198499.7002,커피숍
카페호빈(신사점),446157.8693,201567.7796,커피숍
"공방, the 맑은",439023.748,190288.2503,커피숍
메가엠지씨커피 양재이마트점,440136.7812,203204.7556,커피숍
벨르쥬아,442192.7443,198535.6316,커피숍
주식회사 하누리 카페 가산캠퍼스점,440940.3761,189773.5384,커피숍
별빛창가,442600.838,201819.8372,커피숍
커피해밀,443067.5403,199157.8807,커피숍
요나커피(YONA coffee),441186.9713,191189.0443,커피숍
모르벨린(MORUBELIN),442869.8712,201744.5435,커피숍
이디야 강남삼성타워점,443561.1626,202427.0258,커피숍
메가엠지씨커피 서초3동점,442413.0823,200984.4119,커피숍
늘봄카페 내곡도서관점,438868.3561,204741.3576,커피숍
반디앤루니스(HOMESTEAD)센트럴시티점,444683.2205,200250.4478,커피숍
공차코리아 강남본점,444227.0464,202216.9944,커피숍
라콤커피(LACOM COFFEE),446306.7872,194530.5354,커피숍
이디야(답십리점),451988.139,204304.8619,커피숍
수다존,448185.6029,188432.2053,커피숍
델리뉴스,441541.0745,203873.5667,커피숍
앨리스토리커피,440676.3799,203392.7935,커피숍
카페인 시흥점,438279.7972,191451.8695,커피숍
컵피매점,440521.8552,189920.5286,커피숍
버거킹 방배점,442563.0555,199473.8037,패스트푸드
세븐스 에비뉴,440676.3799,203392.7935,커피숍
데일리커피,443997.6235,198727.495,커피숍
B coffee(비커피),439960.5331,203059.6467,커피숍
스마일복권&커피,447524.9036,185559.7352,커피숍
누커리,453707.6152,208217.7384,커피숍
스타벅스 묵동점,457004.8747,206715.541,커피숍
모어댄컵스,440775.2911,203552.203,커피숍
스몰랩커피스탠드,442070.0331,203542.8632,커피숍
CAFE LOCO(카페 로코),442718.7408,202346.5356,커피숍
잠원 빈스토리,445552.5081,201487.1554,커피숍
스튜디오 야스미(studio yasumi),441725.5832,190620.5611,커피숍
카페희다,444683.2205,200250.4478,커피숍
EXR쉼터,441326.1932,199356.2756,커피숍
데일리커피,443337.9194,200815.7441,커피숍
빌리엔젤 교대점,443304.6663,201115.3572,커피숍
오키프가든,447466.355,188977.1711,커피숍
3제곱미터,446549.3317,187274.5612,커피숍
카페제이,440676.3799,203392.7935,커피숍
만랩커피 교대점,443324.8724,201221.2133,커피숍
빽다방 목동8단지점,446631.2469,188363.7254,커피숍
라 갈르리,441404.751,199944.6059,커피숍
수이57아뜰리에,443536.4259,199124.2003,커피숍
밀리타(melitta),445970.3076,191741.3458,커피숍
옆집에얼룩말,447373.1745,191463.4866,커피숍
바이탈싸인 스튜디오 앤 카페,454119.8401,203243.1676,커피숍
J'antique(장티크),443422.6031,201768.4507,커피숍
할리스 당산역점,447919.3544,191201.2192,커피숍
(주)공차코리아 롯데영등포점,445970.3076,191741.3458,커피숍
high 꿈틀,443370.2342,198981.4808,커피숍
아임유,453833.291,205230.2898,커피숍
보영스분나(Boyoung's Bunna),446265.8908,187766.2762,커피숍
쿠라마에(KURAMAE),446909.3659,188431.2863,커피숍
스타벅스 서초역점,443164.7088,200692.6101,커피숍
과일당 금천점,439569.4015,190567.4183,커피숍
에스키모하와이,444683.2205,200250.4478,커피숍
매머드익스프레스 독산역스카이밸리2차점,440416.171,190099.4118,커피숍
라운드(Round),442093.6486,189877.1789,커피숍
메가엠지씨커피 서초법원점,443466.095,200936.6888,커피숍
보니또,442372.2994,201493.6142,커피숍
나원,447239.9131,187870.0515,커피숍
씨씨씨커피(CCC COFFEE),447488.3466,192996.5364,커피숍
카페인선유,448281.828,190624.5652,커피숍
쿠키부아흐(KOOKivoire),443377.9503,198997.2331,커피숍
빽다방영등포신세계점,446068.3868,191629.1153,커피숍
(주)에스앤 탐앤탐스 양재 위메스점,441998.0641,203393.0863,커피숍
폴바셋 여의도부국증권점,446625.736,193573.0525,커피숍
할리스 여의도파이낸스타워점,446845.2745,193227.9281,커피숍
위톈탕수이,454434.2671,204727.34,커피숍
로로 스페이스,443942.1048,199142.5693,커피숍
카페다임,442854.6116,201535.06,커피숍
다음애,442031.656,189917.4933,커피숍
할리스 여의도하나투자점,446707.5308,193017.8785,커피숍
티트리(T.Tree),455575.2625,206959.9614,커피숍
에스빠스 옹즈(espace onze),442618.8302,199260.3903,커피숍
공차 NC강남점,445241.8984,200576.6086,커피숍
세븐데이즈,441002.9415,191110.5638,커피숍
아라디자인,441519.6998,203417.0182,커피숍
The Arabica(더 아라비카) 교대점,443731.9307,201214.7113,커피숍
카페누모,438516.4908,205094.0626,커피숍
씽크어바웃커피,440676.3799,203392.7935,커피숍
카페테라스,442238.0426,199380.4611,커피숍
뜰카페,443542.6823,200948.5409,커피숍
카페제이,440676.3799,203392.7935,커피숍
카페 체리,445707.5973,201580.2379,커피숍
버거킹 교대점,443495.3841,201047.0181,패스트푸드
워너커피 서초점,442523.1475,200975.0854,커피숍
모리셔스브라운 목동점,445250.4278,188334.6093,커피숍
빈트리 커피,441728.2706,189497.041,커피숍
지극정성마카롱,446969.3886,188951.7562,커피숍
카페지기,455351.3065,207892.2514,커피숍
반트(vaant),440375.9424,201637.3561,커피숍
지지,441629.3614,189369.5396,커피숍
골든트라이앵글,443077.2589,200872.2731,커피숍
(주)신맥한국맥도날드신월점,448614.7549,184651.5158,패스트푸드
게런티포유,440810.851,203451.7827,커피숍
웜블루(WARM BLUE H COFFEE LAB),448356.9154,190672.7521,커피숍
카페 더 코너스톤,441392.8335,190852.9357,커피숍
스타커피,444254.2417,202122.98,커피숍
coffee72(커피72),442441.9703,199542.2165,커피숍
커피나인 여의도점(Coffee nine),447552.0765,193321.8865,커피숍
로띠번,445930.4186,187675.9942,커피숍
자연찬유통사업단(cafe de May),443591.7548,199019.5243,커피숍
허브커피,444884.8043,192041.0328,커피숍
이디야커피 신월사거리점,448173.0743,184812.4821,커피숍
우리들의책읽는카페(Cafe),445482.5151,185641.7558,커피숍
카페꼬리별,448048.0396,185374.9659,커피숍
슈퍼말차 센트럴시티,444683.2205,200250.4478,커피숍
꿀다방,448657.9899,188074.6028,커피숍
나비(NAVI)에스프레소,445585.6799,200899.5022,커피숍
카페하랑,444780.4567,192946.5779,커피숍
쿠키굽는고양이,444333.4308,190786.3793,커피숍
매머드익스프레스 당산하늘점,447090.5313,191907.8707,커피숍
리더스,443525.8516,202495.203,커피숍
롯데리아남부터미널점,442549.6636,201330.3487,과자점
싱싱카페,442778.0008,198496.0727,커피숍
아르티아고,454174.2601,207021.2189,커피숍
(주)보나비 아티제 강남점,444504.1128,202044.6291,커피숍
파스쿠찌 방배역점,442129.6365,199831.0556,커피숍
더프리미엄,441716.6846,190119.4634,커피숍
생활커피(드링크타운),440676.3799,203392.7935,커피숍
카페 멜리떼,443245.2632,201202.8039,커피숍
카페제이더블유(Cafe JW),455221.2736,205880.4972,커피숍
이디야서초점,443171.1433,200833.3552,커피숍
블루볼 NC강남점,445241.8984,200576.6086,떡카페
프랭크버거 장안점,452539.9799,206258.6492,패스트푸드
파워커피(PoWer coffee),443582.3517,202836.3171,커피숍
카페 콤마,441616.1188,191879.6523,커피숍
춘천옥ST,441754.8401,190172.8409,커피숍
퀼트 카페 인,444439.8956,198845.0401,커피숍
아이캔커피 독산점,439569.4015,190567.4183,커피숍
까페(cafe)좋은만남,441651.7814,191823.5725,커피숍
MONBAR COFFEE(몽바커피),443324.1411,201061.8001,커피숍
차이코 커피,442286.4309,200674.7512,커피숍
소망글로벌(주) 베네 강남역점,444148.3325,202256.6188,커피숍
카페베네,448006.5471,191157.1845,커피숍
쥬씨 독산점,440840.3451,190941.875,커피숍
위더스카페,443312.8343,198786.9777,커피숍
이디야,454777.2724,208706.7543,커피숍
메가엠지씨커피 내방역점,442690.0937,199409.9263,커피숍
폴 바셋 파미에스테이션점,444644.7712,200514.003,커피숍
카페모아 가산점(실로암장애인근로사업장),441618.0716,189829.5041,커피숍
스타벅스커피목동5단지점,448282.2561,189519.8625,커피숍
무상사카페,441382.3496,199923.7251,커피숍
디저트39 교대점,443321.0313,201192.3579,커피숍
오씨오씨 커피(OCOC 커피),445792.1914,200958.8105,커피숍
컴포즈커피 구로대림점(COMPOSE COFFEE),442756.5315,191466.6545,커피숍
카페로띠(Cafe Lotti),446125.3359,190161.7373,커피숍
카페 10PM(CAFE 10PM),439815.5545,191641.4141,커피숍
(주)아모레퍼시픽 오설록,445970.3076,191741.3458,커피숍
커피온(coffee on),453883.1773,207582.7749,커피숍
제이씨엑스 삼호물산점,441554.935,203862.1,커피숍
Cafe Rani(카페라니),452241.8116,202022.65,커피숍
4 SEASON JUNE COFFEE,442043.8782,191911.4489,커피숍
스몰타운,442493.0202,189353.0506,커피숍
Trimming(트리밍)807,443486.7024,198983.6987,커피숍
말리부,442904.8544,201279.5019,커피숍
콜드펭귄,444890.4124,201921.2845,커피숍
bonne idee(본이데),442886.6944,199436.8809,커피숍
샌드랑,440676.3799,203392.7935,커피숍
커피 앤 와플 타임,442717.6833,202713.6627,커피숍
오병호베이커리카페,442684.164,201265.5631,커피숍
공차 여의도역점,446781.8473,193471.5194,커피숍
빽다방 돈암아리랑점,455205.3252,201051.0722,커피숍
지임커피,448543.0122,184894.9073,커피숍
마리포사,447333.5692,188953.0668,커피숍
버블트리(서여의도점),447481.3642,192967.3515,커피숍
101커피컨테이너,437922.8391,204857.1077,커피숍
텐퍼센트 신독산점,440861.5163,190838.7286,커피숍
나우나우,441375.3276,191402.2667,커피숍
카페 더 쉼,440264.8661,191055.7842,커피숍
달콤커피 서초스타점,442884.973,200947.095,커피숍
마트에스에스(MART SS)신월복지관점,446425.6214,186401.8422,커피숍
메가엠지씨커피 서울우신초사거리점,445443.68,192026.1002,커피숍
케이제이(KJ),444871.8419,201818.0377,커피숍
플로렌스,439144.8779,191191.8687,커피숍
메가엠지씨커피양재삼호물산점,441539.1933,203837.2303,커피숍
만랩커피 서초교대점,442884.973,200947.095,커피숍
MOZ(시다모),442970.6462,201450.6209,커피숍
카페콩,446068.3868,191629.1153,커피숍
라이킷 커피(LIKE EAT COFFEE),446717.9179,188947.4805,커피숍
(주)동원홈푸드금융투자교육원점,446850.5797,193406.6913,커피숍
비즈카페,440967.9537,203955.2341,커피숍
커피박스,442328.581,199513.0405,커피숍
카페리빈(CAFFE LEBEAN),442099.7531,201278.6479,커피숍
도피오커피국악원점,442099.7531,201278.6479,커피숍
(주)커피지아,440676.3799,203392.7935,커피숍
타이거 커피,440521.8552,189920.5286,커피숍
더벤티 양천구청점,445876.9698,187695.637,커피숍
투썸플레이스 신정뉴타운점,446176.171,185962.8095,커피숍
달빙수 디저트카페,446786.8496,186272.2733,커피숍
게으른농부들,448665.6049,184623.9716,커피숍
카페 따라주,440676.3799,203392.7935,커피숍
카페드롭탑,441481.4314,190278.6797,커피숍
바로티나,448075.4934,184703.4886,떡카페
공유,443842.38,202374.665,커피숍
엘 까페또,444989.8743,200800.417,커피숍
에듀 라이브러리 까페,444087.0838,202247.8434,커피숍
빙미미,443505.79,202448.2754,커피숍
더더모어,446204.5195,188677.7212,커피숍
훼미리마트,441687.8412,189997.4557,커피숍
카페 루앤비(가산월드메르디앙점),441731.6105,189788.8495,커피숍
GRIN 그린,442571.0461,201827.9229,커피숍
파스쿠찌(PASCUCCI)강남역점,444278.7952,202208.1968,커피숍
2*3COFFEE(투쓰리커피) 교대역점,443425.4541,201201.6013,커피숍
카페이탈밀(Caffe Italmill),445841.3776,190996.3573,커피숍
북카페,443343.4974,200403.9138,커피숍
카페루퍼스,449449.0247,187847.4832,커피숍
33카페(33cafe),447649.4768,192450.9355,커피숍
레브(Reve),439761.362,190838.3248,커피숍
다시스 28호점,437818.5322,191595.7451,커피숍
빽다방 등촌역점,449654.079,188253.3774,커피숍
팩토리카페,454748.6006,205460.1335,커피숍
타미하우스,441250.2712,189797.2518,커피숍
메고지고 떡창고 구로독산점,441537.8856,190863.18,떡카페
노는 카페자리,440886.4713,191115.7004,커피숍
투썸서초비씨카드사옥,442533.1572,201186.0962,커피숍
무지개나무,448938.2749,188407.2291,커피숍
은하수여행카페,448716.4869,187924.9732,커피숍
카페띠아모,447068.5269,187581.3772,커피숍
보리스와플(BoLees Waffle),443825.9651,198845.6578,커피숍
컵(CUP),441272.9917,190253.881,커피숍
지소현(Roaster's)커피나무,446444.9962,187587.0635,커피숍
한한카페,446355.8523,186896.3327,커피숍
상가(Sangha),454006.1872,203025.8387,커피숍
샛길,441356.8528,204029.0263,커피숍
카페안젤로 성의회관점,444207.6945,200394.226,커피숍
할리스커피 서초마제스타시티점,443124.6714,200440.0108,커피숍
만랩커피 서초법원점,443615.1648,201146.1171,커피숍
KFC(타임스퀘어점),446098.5559,191385.0574,패스트푸드
베스트빈,441535.523,203902.3774,커피숍
에이티플러스,441630.765,203394.69,커피숍
리디아 플라워 앤 커피,439206.5591,205712.0862,커피숍
스미스바니 스페셜티커피 1호 양재점,441361.9833,203543.3796,커피숍
See U Bean,                    ,                    ,커피숍
센트로커피숍,442708.0036,201170.07,커피숍
메가엠지씨커피 금천롯데캐슬,439737.221,190592.7346,커피숍
이디야 신정서부점,445567.6628,185638.3169,커피숍
카페네스카페문래점,446385.2841,190121.3083,커피숍
이디야커피 가산디지털점,441746.9815,189364.096,커피숍
이디야커피 가산오거리점,441855.3957,190205.4808,커피숍
공간 쉼,452131.2895,207521.955,커피숍
카페까미오(Cafe Kkami'O),455425.571,207481.8683,커피숍
커피아일랜드,439560.3444,191062.6727,커피숍
롯데리아,446272.8745,191984.3643,과자점
위한커피,447796.3889,188109.2903,커피숍
코코브라운,438879.4251,191257.6118,커피숍
파더스 베이글 가산디지털단지점,441654.4846,189282.6422,커피숍
예픔커피(신세계영등포점),446108.8072,191581.5003,커피숍
GMCC(지엠씨씨),445248.2778,201748.1839,커피숍
더벤티면목역점,454021.7281,207773.4831,커피숍
카페클래스 본점,456601.5148,206576.7244,커피숍
커피니서여의도,447481.3642,192967.3515,커피숍
쥬씨(JUICY),446582.5569,193759.9057,커피숍
요리가 있는 정원,442677.0413,200634.3479,커피숍
커피복스(coffeevox),456184.9291,206756.1196,커피숍
버거킹여의도점,446474.9566,193209.2835,패스트푸드
목동가배,449502.1166,187933.3476,커피숍
빈스버거,455504.1519,207663.4832,커피숍
메가엠지씨커피 퍼블릭가산점,441616.4607,189930.5079,커피숍
카페메이,441766.9854,189883.4398,커피숍
메가엠지씨커피 목동3단지점,447929.3481,188394.9766,커피숍
와드커피 가산디지털점,441481.4314,190278.6797,커피숍
커피베이청량리점,453839.5263,203611.5987,커피숍
(주)롯데리아엔제리너스잡지회관,446397.113,193767.2314,패스트푸드
초롱카페,442707.3837,198409.5547,커피숍
옥타커피 1호점,442504.8573,202580.1215,커피숍
5월 5일,442537.204,202818.9416,커피숍
로티보이(외대점),454791.897,205207.5555,커피숍
민트 트레이딩,444072.3932,199706.7504,커피숍
두카페,453416.1715,204653.8531,커피숍
공간커피,444680.5217,200005.6264,커피숍
카페일공삼(CAFE.103),446924.2014,190602.2507,커피숍
바나프레소 교대역1번출구점,443532.2648,201304.5199,커피숍
Tobean(투빈),440543.2805,190562.0479,커피숍
모어댄덕(more than duk),455206.2903,208287.2644,커피숍
잰앤댁(JAN&DEC),454088.3361,208256.7664,커피숍
커피앤요거트,446255.789,191375.8089,커피숍
죠스떡볶이(KBS별관점),446380.2546,193745.6434,커피숍
카페진정성 한강편 티하우스 천천히 하다 서(徐),                    ,                    ,커피숍
카페더메카(CAFE DE MECCA),447739.897,191186.0372,커피숍
445카페갤러리,445845.3237,190512.1001,커피숍
스타벅스 청량리역롯데캐슬스카이,452951.9985,203917.4627,커피숍
서초참카페,439733.691,202173.0729,커피숍
명차즐기기 다향,444515.1553,202100.548,커피숍
생활커피,441826.0396,190128.8576,커피숍
달콤커피 경희의료원 본관점,454934.0474,204469.209,커피숍
