사업장명,좌표정보(Y),좌표정보(X),위생업태명
커피나인,449527.4409,213262.0597,커피숍
설빙 상일점,450677.3364,214889.8237,커피숍
까페 드 꼬또,449392.378,214251.6909,커피숍
샤이로플(shyroiffle),448610.3991,211749.7715,커피숍
3POP(쓰리팝),448556.7945,211336.1725,커피숍
엠케이세븐,448766.4745,212786.4007,커피숍
카페 공공장소,449874.7756,211454.3658,커피숍
주식회사 주렁주렁,449739.7199,211082.0982,커피숍
한나네,449634.2524,213483.382,커피숍
April(에이프릴),449883.3317,212320.7222,커피숍
카페 마고(cafe MAGO),447428.8107,211487.9362,커피숍
순애커피,449515.3349,213645.2174,커피숍
랭스터디카페 천호점,448515.1544,211157.4815,커피숍
토기장이집 천호점,449401.0437,211786.6503,커피숍
카페성내동(로스터리&디저트),447922.884,210999.9251,커피숍
커피클래식,450991.0909,213487.406,커피숍
고스트캐슬,448418.2282,212335.7692,커피숍
그림,449572.5547,213685.1049,커피숍
커피사피엔스 천호역점,                    ,                    ,커피숍
피카파오,448314.5855,211457.0455,커피숍
카페브루본,448398.1109,211887.2781,커피숍
카페닛시,447240.1566,212881.1583,커피숍
이디야 강일점,451469.2109,215313.2301,커피숍
커피베이,450178.586,211251.0145,커피숍
레오에그토스트앤주스 상일동역점,450026.8524,215010.7636,커피숍
카페 문득,447547.0149,210664.8824,커피숍
아트앤에디션(ARTN EDITION),448537.4067,210929.9197,커피숍
미드커피천호점,449556.5202,211165.0347,커피숍
쟝딸롱,449686.4988,211111.2411,커피숍
왓어데이(What a Day),447225.2837,211667.0639,커피숍
브라운벨벳,450906.9981,214481.3061,커피숍
콩볶는고양이,447225.2837,211667.0639,커피숍
설렘,447560.7716,212564.6609,커피숍
한국맥도날드(유) 상일동점,449741.6748,215407.8639,패스트푸드
쥬피(JUFEE)쥬스,447499.6533,212643.8292,커피숍
베이크1041,448389.8281,211225.1156,커피숍
이디야,451469.2109,215313.2301,커피숍
커피스토리모모(coffee story momo),448340.1668,211376.0449,커피숍
토기장이집,448403.758,210844.2404,커피숍
카페에이치 천호점,448537.4067,210929.9197,커피숍
엔제리너스 GS둔촌,446933.0369,211818.9317,커피숍
소피스티케이트(Sophisticate),450617.9236,214956.1313,커피숍
coffee 숲,450809.4769,214842.881,커피숍
에이티게임(주)천호지점,448537.4067,210929.9197,커피숍
버거킹 천호역점,448409.2657,210921.8374,패스트푸드
까페로뎀,449779.2312,212765.0013,커피숍
하이오커피 암사역점,450022.5978,211245.4645,커피숍
공차 암사역점,449813.6844,211185.9437,커피숍
뜨레모아,447195.6768,211838.3543,커피숍
카페프루스트(Cafe Proust),448868.161,210918.8212,커피숍
하늘정원을 가꾸는 사람들,447882.609,210775.9494,커피숍
산들플라워앤티(Flower and Tea),448701.0937,212995.0978,커피숍
카페레이니데이,449147.3572,212333.3474,커피숍
매드커피,450063.6676,213667.6607,커피숍
앤서니(Anthony),448418.3146,211735.0741,커피숍
쥬씨 둔촌푸르지오점,447998.4562,212880.4683,커피숍
카페오월,448655.4813,212889.0613,커피숍
커피zip,447431.4277,212717.553,커피숍
스위스워터커피,449389.3205,212618.6539,커피숍
몽므(Montmu),449834.1053,212051.81,커피숍
카페 크레마,450346.7907,212334.9585,커피숍
커피집,450760.6733,213335.0068,커피숍
카페바보,448096.6717,211310.456,커피숍
카페굽낭,449200.8944,212620.3071,커피숍
스타벅스 명일역점,450041.6562,212636.289,커피숍
지체장애인협회 강동구지회 강동꿈드래마켓 2호점,450972.2437,211473.2813,커피숍
우지커피 천호로데오점,448459.0339,211063.166,커피숍
빽다방 강일2지구점,452189.7551,215303.9133,커피숍
푸르파파 고덕역점,450269.2548,213545.4816,커피숍
메가엠지씨커피 둔촌한산중점,447346.1093,212219.0097,커피숍
봉트랩,449550.2285,212924.3105,커피숍
메가엠지씨커피 천호공원점,449231.807,211023.9315,커피숍
매머드익스프레스 고덕자이점,450026.8524,215010.7636,커피숍
메가엠지씨커피 강일2지구,452189.7551,215303.9133,커피숍
아로하,450124.1057,213048.6922,커피숍
거상,448748.2035,212806.5567,커피숍
메가엠지씨커피 둔촌동역점,447248.1261,211912.2827,커피숍
놀이터,450035.898,212168.4014,커피숍
캠토명일점,449660.1935,213069.5691,커피숍
빽다방 둔촌동역점,447357.5901,211945.3379,커피숍
커피에반하다 상일동역점,450341.8915,214844.6915,커피숍
뉴욕쟁이디저트 강동점,449476.9708,211548.1196,커피숍
인조이 더 요거트,447354.6257,211870.9434,커피숍
공차 상일동역점,450617.9236,214956.1313,커피숍
꿉(qoop),447798.5365,212363.3979,커피숍
그릭이야(Greekiya),449345.2905,211885.742,커피숍
카페 헤이샌디,447458.3876,210839.2812,커피숍
텐퍼센트커피 고덕역점,450274.3825,213593.1379,커피숍
스윗테리언(sweetarian),447423.213,211619.1691,커피숍
키이유(Kiiyu),447255.5565,211011.3915,커피숍
카페 스위트,446932.6537,211979.5206,커피숍
컴포즈커피 상일동역1호점,450341.8915,214844.6915,커피숍
카페에이치(현대백화점 천호점),448537.4067,210929.9197,커피숍
"다시, 온 카페 암사역점",449556.5202,211165.0347,커피숍
폼드팡 베이커리 천호역점,448479.4882,210987.8088,커피숍
카페동그미,449150.359,212785.2363,커피숍
더 요거트랩(The Yogurt Lab),449602.9698,212399.689,커피숍
클로리스 고덕점,450617.9236,214956.1313,커피숍
메가엠지씨커피 고덕아주점,451741.1672,213940.8854,커피숍
이디야커피 둔촌오륜포레온점,446598.5918,212027.4812,커피숍
카페모리(Cafe Morii),449708.0205,211382.45,커피숍
"다시, 온 카페 고덕점",450617.9236,214956.1313,커피숍
가치공방(GACHI),450637.9548,214299.6443,떡카페
커피가,449488.539,212745.1269,커피숍
카페인수혈,448849.7084,212692.9552,커피숍
펠어커피 강동점,448255.8851,211163.2292,커피숍
백미당 현대천호점,448537.4067,210929.9197,커피숍
카페비아,448887.0658,210607.5298,커피숍
메머드익스프레스 강동롯데캐슬점,450346.7907,212334.9585,커피숍
버터온,449262.4331,211102.4171,커피숍
키즈 헤어 타임,449793.1962,212793.8371,키즈카페
텐퍼센트커피 명일역점,449860.5868,212632.0443,커피숍
텐퍼센트 길동사거리점,447849.5607,212049.3399,커피숍
갤러리83,449385.6152,213913.808,커피숍
제주스 이스트센트럴타워점,448339.4191,211593.9346,커피숍
컴포즈커피 굽은다리점,449047.6815,212467.4341,커피숍
롯데리아 길동점,448015.0848,211966.7593,패스트푸드
브링(bring),450668.4272,213949.1495,커피숍
서울강동경찰서 복지회,447389.6523,211132.7744,커피숍
컴포즈커피 강동강일점,452189.7551,215303.9133,커피숍
빽다방 강동역 헤르셔점,448270.9577,211712.4293,커피숍
너드빈,451009.2877,213739.6298,커피숍
잎과콩,447442.1585,212455.6774,커피숍
빽다방 상일동역점,450566.1067,214860.7347,커피숍
롤링핀 명일캐슬점,450185.2055,212646.0152,커피숍
바나프레소 고덕비즈밸리점,451723.4772,214087.2322,커피숍
스타벅스 강일역점,450595.4199,215259.7907,커피숍
더블버터(Double butter),448766.4745,212786.4007,커피숍
다락베이크샵,448924.955,212811.1862,커피숍
빽다방 강동구청점,447606.6728,210708.3953,커피숍
컴포즈커피 천호초교점,449549.1995,211878.1701,커피숍
과일의시작 카페야미,448270.9577,211712.4293,커피숍
사공일구이(40192),449294.1865,210908.4114,커피숍
매머드익스프레스 강동구청점,447581.0021,210918.9254,커피숍
컴포즈커피 강동고덕비즈밸리점,451485.8096,214075.1404,커피숍
투썸플레이스 고덕점,449977.5223,213658.5658,커피숍
컨테인커피,449604.1347,212871.0322,커피숍
텐퍼센트커피 천호밀레니얼중흥점,448805.1451,211150.8122,커피숍
디저트39 길동점,448196.2863,212269.2124,커피숍
와플대학 고덕캠퍼스,450274.3825,213593.1379,커피숍
컴포즈커피 둔촌동역점,447415.1737,211915.8877,커피숍
비움 Art company,447153.9962,212871.9698,커피숍
매머드커피익스프레스 강동길동점,448603.3761,212324.1563,커피숍
컴포즈커피 암사역점,449732.2617,211212.5177,커피숍
커피인데프,447586.9253,210961.7702,커피숍
메가엠지씨커피 둔촌오륜포레온점,446598.5918,212027.4812,커피숍
솔트마인(Salt mine),449598.4568,212966.9774,커피숍
킴킴,449470.0038,211248.2907,커피숍
매일구움,449524.6803,212415.6368,커피숍
오뉴 천호점,448537.4067,210929.9197,커피숍
아이갓에브리씽 고덕별관점,450663.1377,213786.9372,커피숍
올굿,448674.745,212540.7651,커피숍
"다시, 온 카페 베네시티점",448658.6588,211004.4337,커피숍
스테이 커피,448355.6431,210930.1043,커피숍
할리스고덕리엔파크점,450926.7839,214992.1736,커피숍
호야이즈 커피(hoyais coffee),446778.592,211773.1429,커피숍
쉼표,449998.7002,212090.5085,커피숍
스타벅스 강동역점,448270.9577,211712.4293,커피숍
이디야커피(EDIYA COFFEE),448314.5855,211457.0455,커피숍
치슈앙,450008.4938,211294.2922,커피숍
앨리스 라운지(Alice Lounge),450601.827,215210.0701,키즈카페
카페 라희,448395.5666,213115.1295,커피숍
온더클라우드 커피 한시적 영업,451564.47,213847.9237,커피숍
메가엠지씨커피 둔촌1동주민센터점,446817.6406,211978.7716,커피숍
버거킹 암사역점,449980.709,211286.2989,일반조리판매
승룡이네집,448096.6717,211310.456,커피숍
한국맥도날드(유) 천호로데오점,448405.5485,211184.9085,패스트푸드
커스텀커피 올림픽공원점,446830.5339,211501.6065,커피숍
메가엠지씨커피 암사빌리지점,449932.7984,211847.5849,커피숍
샌딜리버블 강동점,447795.7229,211614.2391,커피숍
아뜰리에윤 기프트카페,448930.6922,212717.6934,커피숍
날쌘카페 명일고덕점,449650.3692,213431.0747,커피숍
어피럽,447109.2227,211394.212,커피숍
M CAFE MOGUCHON(엠 카페 목우촌),447402.6297,210566.8756,커피숍
키디링고 북클럽(Kidi Lingo Book Club),449775.4369,212903.8506,커피숍
매머드커피 익스프레스 둔촌파크포레온5점,447197.2733,212195.1099,커피숍
점프런,449388.4658,211853.6592,키즈카페
메가커피,449882.9506,211205.9326,커피숍
COUP COFFEE 연세대 제2공학관점,451381.5855,194584.9592,커피숍
우지커피 올림픽북문점,446930.3794,211324.0228,커피숍
메가엠지씨커피 길동희망공원점,448448.5306,212485.1866,커피숍
연희입니다,452634.0646,194077.8585,커피숍
하이오커피 강동구청점,447616.7784,210669.7225,커피숍
카페오가다 강동점,448791.0714,212376.2067,커피숍
이디야커피,450916.2268,214395.0854,커피숍
카페 샐러빈,450306.5281,211885.4539,커피숍
마이쮸 키친,450486.8497,215159.1212,커피숍
스타벅스 명일이마트점,450204.7403,213715.028,커피숍
투썸플레이스 둔촌포레온스테이션5점,447197.2733,212195.1099,커피숍
"온온커피(ON,on coffee)(溫穩)",447040.0701,211274.4185,커피숍
설빙 명일역사거리점,449956.3279,212639.4677,커피숍
발도스커피,448263.6182,212828.7919,커피숍
브랜치(Branch) 27,449623.1767,215053.049,커피숍
공차 한국종합기술사옥점,449736.8492,215339.645,커피숍
느루커피,447808.5227,210889.7348,커피숍
매머드 익스프레스 암사역점,449861.4483,211252.4994,커피숍
백억커피 굽은다리점,449389.1083,212715.7745,커피숍
닉슈타인 커피,447943.2126,212510.8586,커피숍
자욱,448389.5241,212997.359,커피숍
스타벅스커피 길동역점,448505.0944,212307.2402,커피숍
까페 누마루,454202.157,194431.2109,커피숍
롯데리아모래내점,451812.1507,192490.0872,패스트푸드
아로이커피,452110.7227,192178.6342,커피숍
한국맥도날드(유)신촌점,450387.14,194383.4101,패스트푸드
텐퍼센트스페셜커피(TENPERCENT),450473.3935,194307.9261,커피숍
메가엠지씨커피 양천양서중점,447737.8306,184969.7699,커피숍
청23,450433.691,194265.0676,커피숍
리치웰 서대문자연사점,452710.6666,194407.1252,커피숍
엘오에이커피,452884.7061,191884.2174,커피숍
카페디아떼,450725.1013,194909.5901,커피숍
앙금꽃피다,453108.8104,193489.3159,커피숍
산타스푼 주식회사,451566.9251,193771.4616,커피숍
소모,451987.4654,193899.2729,커피숍
커피언스 경기도미술관점(세븐스애비뉴)(한시적),445590.0968,205130.5917,커피숍
커피언스 경기도미술관점(세븐스애비뉴)(한시적),445590.0968,205130.5917,커피숍
니치니치 베이커리,454191.4471,195387.6223,커피숍
낙랑파라 아현점,450604.0285,195853.9515,커피숍
살롱드뮤사이커피,446722.2279,188476.5425,커피숍
이공커피 연희점,451524.7779,193738.6077,커피숍
롯데리아 아현점,450590.9792,196129.8802,패스트푸드
콩아의 카페 공간,450692.9371,183389.919,커피숍
뱅센느,451776.0001,193670.8774,커피숍
요술모자 북까페,453220.2707,191825.4415,커피숍
(주)롯데리아이화점,450523.9761,195101.1017,과자점
라온아토(홍은점),455237.4086,195444.6427,커피숍
베이글 스트리트 카페,450753.611,194982.1633,커피숍
커피락,451197.976,197144.0154,커피숍
황화방,451090.0952,194931.5636,커피숍
생화케이크 프케르,453189.6729,191957.8188,커피숍
오늘도 빙수 앤 커피,450687.4685,194281.4226,커피숍
페라,450799.9412,195102.524,커피숍
실로암 에스프레소,452637.2523,202179.3142,커피숍
트윈스커피,444097.4945,195490.4961,커피숍
커피나무 중앙대정문점,445021.3558,196321.1675,커피숍
메가엠지씨커피 북가좌점,453314.5502,192276.7374,커피숍
지에스(GS)25 연희진성점,451140.3301,193834.1362,커피숍
카페지랩,453503.0345,193038.5915,커피숍
행복감,451563.5121,193531.6273,커피숍
커피크루(Coffee Crew)(한시적),443733.8027,206279.2066,커피숍
브레덴코,450530.4008,195112.729,커피숍
메가엠지씨커피 사당방배점,442022.9313,198355.846,커피숍
탐앤탐스 연대점,450734.4293,194336.4504,커피숍
노브랜드버거 남가좌점,452143.4915,192482.4165,패스트푸드
논현동네카페,445309.7515,202426.3398,커피숍
논현동네카페,445309.7515,202426.3398,커피숍
로기스커피,453971.4717,207601.4818,커피숍
요커 (yo.kr) 한남순천향점,447861.0977,200359.9227,커피숍
요커 (yo.kr) 한남순천향점,447861.0977,200359.9227,커피숍
다운트,450804.502,198597.2451,커피숍
유키모찌 혜화점,453287.0921,200259.4653,커피숍
유키모찌 혜화점,453287.0921,200259.4653,커피숍
커피나무 학동역점,445743.3659,202454.964,커피숍
카페레이,451105.1311,207257.421,커피숍
커피나무 학동역점,445743.3659,202454.964,커피숍
스웨이 크레페,445393.7116,209389.6962,커피숍
스웨이 크레페,445393.7116,209389.6962,커피숍
오도트케이크샵,448853.0491,207545.0748,커피숍
지향디저트,448043.0876,212357.5342,커피숍
지향디저트,448043.0876,212357.5342,커피숍
라면먹고갈래요,443925.2445,204588.1879,커피숍
라면먹고갈래요,443925.2445,204588.1879,커피숍
다락방 슈가 클럽,445456.4935,209586.4694,커피숍
다락방 슈가 클럽,445456.4935,209586.4694,커피숍
이비비(ebb),451185.2451,205593.605,커피숍
스위트번스,454817.5617,205440.2108,커피숍
T&J cafe(티앤제이카페),455528.2592,202721.0669,커피숍
T&J cafe(티앤제이카페),455528.2592,202721.0669,커피숍
아르끼(arqui),453052.3992,197175.7305,커피숍
아르끼(arqui),453052.3992,197175.7305,커피숍
할리스 고덕그라시움후문점,450966.3371,214189.3238,커피숍
할리스 고덕그라시움후문점,450966.3371,214189.3238,커피숍
아얀투(한시적),445590.0968,205130.5917,커피숍
아얀투(한시적),445590.0968,205130.5917,커피숍
리에또 카페,453106.0026,193139.5239,커피숍
아얀투,445590.0968,205130.5917,커피숍
아얀투,445590.0968,205130.5917,커피숍
정지원 커피,445590.0968,205130.5917,커피숍
정지원 커피,445590.0968,205130.5917,커피숍
오도트케이크샵,448853.0491,207545.0748,커피숍
커피 기록,442082.5201,190378.799,커피숍
커피 기록,442082.5201,190378.799,커피숍
(주)두산버거킹목동현대2점,447186.8886,188884.0756,백화점
카페 토스피아,440326.4361,191338.8249,커피숍
투체어스,451429.1599,195116.4758,커피숍
카페 고모레비,455311.5602,209144.1723,커피숍
커피랑,452651.2848,206376.5843,커피숍
커피나라,458116.2618,201900.9548,커피숍
복호두 서대문역점,451197.976,197144.0154,커피숍
이디야 커피(화곡사거리점),447627.0136,186488.6469,커피숍
르말뒤페이,444814.7984,209628.0379,커피숍
르말뒤페이,444814.7984,209628.0379,커피숍
노브랜드버거 코엑스,445590.0968,205130.5917,패스트푸드
노브랜드버거 코엑스,445590.0968,205130.5917,패스트푸드
카페홀린,443119.5125,187221.9193,커피숍
카페홀린,443119.5125,187221.9193,커피숍
카페인중독 강동점,448902.7536,212398.8296,커피숍
카페인중독 강동점,448902.7536,212398.8296,커피숍
퍼프케이크하우스(Puff cake house),453176.6549,201653.9501,커피숍
퍼프케이크하우스(Puff cake house),453176.6549,201653.9501,커피숍
커피네임,461077.4377,203100.3103,커피숍
커피네임,461077.4377,203100.3103,커피숍
카페레이,451105.1311,207257.421,커피숍
케이크아웃(CAKE OUT),448697.2577,199337.7413,커피숍
케이크아웃(CAKE OUT),448697.2577,199337.7413,커피숍
류희 크래프트 갤러리 카페(Craft Gallery Cafe RyuHee),442852.2109,185627.6096,커피숍
류희 크래프트 갤러리 카페(Craft Gallery Cafe RyuHee),442852.2109,185627.6096,커피숍
지단,449527.4409,213262.0597,커피숍
지단,449527.4409,213262.0597,커피숍
카페 인(Cafe in),447406.5309,210808.2531,커피숍
카페 인(Cafe in),447406.5309,210808.2531,커피숍
㈜학산 테라로사커피 홍대서교점,450446.8908,192579.7277,커피숍
㈜학산 테라로사커피 홍대서교점,450446.8908,192579.7277,커피숍
patisserie HIJU,446717.4309,188731.1732,커피숍
스페이스투고,451949.6748,193527.6937,커피숍
카페소소,446598.5918,212027.4812,커피숍
카페소소,446598.5918,212027.4812,커피숍
언커무드(UNCOM:OOD) 연남점,451189.3509,193442.1294,커피숍
언커무드(UNCOM:OOD) 연남점,451189.3509,193442.1294,커피숍
뉴매터,446552.3598,202383.0716,커피숍
뉴매터,446552.3598,202383.0716,커피숍
노브랜드버거 오금역점,444525.412,211082.2052,기타 휴게음식점
노브랜드버거 오금역점,444525.412,211082.2052,기타 휴게음식점
차차랩,449410.7153,193157.1493,커피숍
차차랩,449410.7153,193157.1493,커피숍
카페노아,450283.0616,208941.2217,커피숍
카페노아,450283.0616,208941.2217,커피숍
노브랜드버거 을지로4가역점,451535.8673,199693.3027,패스트푸드
노브랜드버거 을지로4가역점,451535.8673,199693.3027,패스트푸드
메가엠지씨커피 장위점,456834.9895,203707.1934,커피숍
메가엠지씨커피 장위점,456834.9895,203707.1934,커피숍
레드1(RED1),443462.8722,192373.3605,커피숍
이야기더하기,437299.6379,191203.4197,커피숍
괜찮은 카페,447965.6455,191177.5845,커피숍
카페몰두,446427.9734,187479.331,커피숍
빽다방 북가좌점,453276.9464,192366.487,커피숍
할리스 신촌점,450705.9403,194379.887,커피숍
밀크로지커피(을지로점),451322.66,199233.8804,커피숍
밀크로지커피(을지로점),451322.66,199233.8804,커피숍
퍼프케이크하우스(Puff cake house),453827.3079,200076.0083,커피숍
퍼프케이크하우스(Puff cake house),453827.3079,200076.0083,커피숍
코피발리 아차산휴게소점,450283.0616,208941.2217,커피숍
코피발리 아차산휴게소점,450283.0616,208941.2217,커피숍
사무실 에(SAMOOSIL e),450818.972,192697.1231,커피숍
사무실 에(SAMOOSIL e),450818.972,192697.1231,커피숍
아는사이,452623.0971,192945.5838,커피숍
스티브쥬스,450433.691,194265.0676,커피숍
이디야커피 보라매공원점,443848.8933,192561.2175,커피숍
로스터킴,437914.063,191226.2874,커피숍
점프노리 키즈카페,452848.0091,192000.9459,커피숍
와지트 WaZit,445307.1521,210946.2557,커피숍
와지트 WaZit,445307.1521,210946.2557,커피숍
프로보노카페,446145.0947,185585.9902,커피숍
힐스커피(hill's coffee),446932.3031,187068.4441,커피숍
골목다방,453032.9494,204028.0025,커피숍
소울스노우,445545.656,207373.5002,커피숍
무흐,450185.9314,191961.7406,커피숍
로스터리 락온,444302.9761,202867.6682,커피숍
이디야 서대문점,451628.2533,196858.1779,커피숍
카페 연희,451782.3155,193908.8817,커피숍
티하우스(TEA HOUSE),450178.586,211251.0145,커피숍
읍천리382 왕십리신당점,451536.6809,202372.912,커피숍
이디야 구로궁동점,443966.12,184845.3526,커피숍
수록,453868.5994,200570.8787,커피숍
셀렉토커피-신월점,448565.3162,184898.5745,커피숍
보그(BOTTLE GROUNDS),451143.7893,195287.7664,커피숍
카멜트레인,451885.3737,193737.3135,커피숍
테바그린,450873.2535,196595.5514,커피숍
테바그린,450873.2535,196595.5514,커피숍
우지커피 연신내로데오점,457234.7877,192791.013,커피숍
소재(sojae),457575.7586,192616.358,커피숍
미뜰날,441647.0806,196651.5224,커피숍
그루밍커피(Grooming coffee),441921.949,198093.9142,커피숍
모즈플레이스 위드(with) 랑벨,453287.4511,200177.965,커피숍
차백도 성수점,449112.5255,204615.8242,커피숍
훼미리마트발산메디컬점,450143.8721,184636.5334,커피숍
텐퍼센트 서울대입구역점,442249.7113,195720.318,커피숍
몬티커피,451645.0835,192913.6223,커피숍
스타벅스 대치선릉,444728.3537,204639.0901,커피숍
더벤티 신월사거리점,448153.5146,184637.8539,커피숍
매머드 익스프레스 연세대학교치과대학병원점,451381.5855,194584.9592,커피숍
온(on),451441.8209,195737.3812,커피숍
롯데쇼핑(주) 본점 3층 바샤커피,451392.1982,198259.6536,커피숍
롯데쇼핑(주) 본점 3층 바샤커피,451392.1982,198259.6536,커피숍
차백도 영등포역점,446124.1403,191658.8066,커피숍
쿠모 돈가츠 신원시장점,442226.8156,193475.7823,커피숍
미래관카페,458960.4714,206981.4541,커피숍
차백도 영등포역점,446124.1403,191658.8066,커피숍
커피 브레이크(COFFEE BREAK),447821.271,186772.6588,커피숍
차오르다,450796.8367,185729.5849,커피숍
프론티어관카페,458960.4714,206981.4541,커피숍
디싸이시브모먼트(Decisive Moment),451825.4077,193799.6289,커피숍
골프존카페(지카페),446786.5326,204732.9825,커피숍
롯데리아화곡시장점,448043.6704,185595.9841,패스트푸드
노브랜드버거 동서울터미널점,447967.2995,208201.9933,패스트푸드
큐브카페,458960.4714,206981.4541,커피숍
(재) 국립정동극장,451511.1395,197534.9284,커피숍
증가로커피공방,453559.4661,193137.1145,커피숍
바나프레소 서울대입구역점,442059.7465,195817.3422,커피숍
테라커피,450269.9725,206185.1043,커피숍
과일에반하다 프루타 양재역점,442778.7416,203048.5772,커피숍
코끼리,452696.3079,194130.9529,커피숍
풍성호 중앙대점,445044.2013,196413.6472,커피숍
상상관카페,458960.4714,206981.4541,커피숍
무궁관카페,458960.4714,206981.4541,커피숍
중앙도서관 북카페,458960.4714,206981.4541,커피숍
구우다(GOO WOO DAA),442207.8982,192105.7288,커피숍
B and (비엔드),452128.2556,194188.5448,커피숍
서울과학기술대학교 소비자생활협동조합카페,459132.2795,206751.9129,커피숍
이디야,447311.5637,187892.3547,커피숍
카페 누야스,449407.9926,193741.0833,커피숍
카페 누야스,449407.9926,193741.0833,커피숍
더벤티 개화산역점,452116.8739,182984.8915,커피숍
메가엠지씨커피 홍제홍은벽산점,454679.8321,195189.7405,커피숍
행복플러스가게,452437.0943,196058.4416,커피숍
무게떼(Muguete),441540.8548,192664.2507,커피숍
니딩트로프,449552.8992,195101.2412,떡카페
비피엠파이엔타르트(BPM),451537.6477,193905.3437,커피숍
보라카페 (BORA cafe),451070.3597,196694.5086,커피숍
카페1997(CAFE1997),452696.3079,194130.9529,커피숍
버거킹 연희점,451616.2968,193795.6214,패스트푸드
쇼콜라쇼,446503.6271,188739.1488,커피숍
토프레소 금천힐스테이트점,438410.5221,191190.6143,커피숍
더치 앤 도로시,442551.0919,198163.4069,커피숍
cafe ACC,440612.3821,194007.7766,커피숍
이나 더 베어(inah the bear),446819.3919,190078.6091,커피숍
르카페디스,448947.3821,195358.4247,커피숍
세모디(Semodi),447612.0732,206341.2642,커피숍
래핀,449519.4701,197463.6096,커피숍
카페데랑(cafe de lang),447609.766,206533.0495,커피숍
가마골,451999.2592,195112.8736,커피숍
냥냥하우스,451507.3715,215231.3414,커피숍
선몽,449459.7891,186679.4291,커피숍
커피앤파이,448983.7327,207700.3233,커피숍
벌크커피 신촌 이마트점,450318.7241,194273.5981,커피숍
다시봄,449519.4701,197463.6096,커피숍
에어드랍 커피 성수,449104.6131,204741.2738,커피숍
봄날,451462.3501,186317.207,커피숍
타르트무슈,442962.2452,199397.1541,커피숍
샐프레소김포공항점,450419.6846,182974.8501,커피숍
도피오,447198.9126,188572.1087,커피숍
우지커피 올림픽대교북단점,448723.7545,208298.1432,커피숍
투썸플레이스경희대점,454444.9746,204542.7514,커피숍
프레젠트,453323.4317,204721.7373,커피숍
오슬로우커피 마곡나루우체국점,451681.905,184440.6547,커피숍
투썸플레이스 회기역점,454212.5422,205022.5154,커피숍
메이드메이크메테리얼 라이브러리 카페,443099.3152,210627.7568,커피숍
한국맥도날드(유) 홍제역점,454042.7184,195044.3676,패스트푸드
비건이레,451137.7035,196549.0789,커피숍
ileen(카페알린),450031.2492,185359.4528,커피숍
더크림베이글스 잠실롯데월드몰,445657.8093,209074.9008,커피숍
더크림베이글스 잠실롯데월드몰,445657.8093,209074.9008,커피숍
오엠더블유 애견카페(OMW dog's cafe),448873.2894,186021.0362,커피숍
한정선,445657.8093,209074.9008,떡카페
제제커피,454925.5363,204899.1767,커피숍
오아일랜드카페,450384.2268,193375.8789,커피숍
롯데리아,453036.1854,193245.2568,패스트푸드
넉넉커피,456391.5168,204514.4679,커피숍
로코코커피전문점,453458.3421,203884.3476,커피숍
카페38,443797.8842,193008.7656,커피숍
애플블러썸여의도2호점,446364.3183,194561.746,커피숍
실로암에스프레소(용두점),452825.8206,202533.0349,커피숍
카카두 카페(KAKADU),451739.7314,185118.2048,커피숍
이탈리안커피,                    ,                    ,커피숍
레인웨이커피,447713.9643,211582.3206,커피숍
자연히 숲속,461979.7402,205935.3815,커피숍
어린이감각놀이터 디키디키,451624.0926,200806.1803,키즈카페
나우올네버(now oR never),450498.4652,191832.7129,커피숍
이디야커피 구의자양로점,449642.2877,207820.9416,커피숍
매머드 익스프레스 명지대점,453106.0026,193139.5239,커피숍
AEDA,441231.3818,191064.1669,커피숍
호밀호두&커피,444281.7639,209809.3569,커피숍
불티커피,449968.3119,192802.1849,커피숍
(주)커피빈코리아 새문안로점,452022.5035,197700.034,커피숍
리프빈 상암점,453090.1498,190125.5648,커피숍
컴포즈커피 관악구청점,441787.9181,195752.3683,커피숍
토프레소은행사거리점,460946.3423,206796.6602,커피숍
와플대학 중랑동부시장캠퍼스,454570.6443,206701.0811,커피숍
에스카페,454955.8583,205345.1669,커피숍
아띠몽,                    ,                    ,커피숍
공차 금천독산점,440808.5413,190858.6495,커피숍
스타벅스 송파풍납,447414.5235,210185.5983,커피숍
모찌방앗간 숙명여대점,449214.2285,196893.9882,커피숍
차지 용산 아이파크몰점,447480.0396,196762.0774,커피숍
탄산마그네슘,449032.4996,204690.7969,커피숍
카페 앤 콩(1호점),441308.7776,190224.7585,커피숍
영커피 홍대서교점,449968.3119,192802.1849,커피숍
뚜또 오케이,443991.9026,193595.1762,커피숍
카페 곳,453616.4737,194314.6724,커피숍
투썸플레이스 세브란스병원점,451381.5855,194584.9592,커피숍
전광수커피 에스프레소,450701.6913,194854.1665,커피숍
자연솜씨,451143.7893,195287.7664,커피숍
주식회사올댓커피불광천점,453076.23,191703.9833,커피숍
설송원 이대병원점,450604.2394,185455.1708,커피숍
한국맥도날드(유) 명지대점,453073.0201,193283.2982,패스트푸드
롯데리아 창천점,450666.6346,193636.9988,패스트푸드
디앤케이149,452067.4423,194081.891,커피숍
스타벅스충정타워,450838.5976,196752.764,커피숍
온더문(on the moon),454127.3608,194840.2786,커피숍
이디야커피(배봉초교사거리점),452913.2158,206053.8936,커피숍
스타벅스 이대점,450692.2335,195155.2739,커피숍
컴포즈커피 이화여대점,450712.2033,195119.29,커피숍
